Name,LevelUpUnlock,UnlockedByMission,Item,Ingredient,IngredientCount,IngredientsAdditional,DiamondCost,CraftTimeHours,CraftTimeMinutes,CraftTimeSeconds,LootDisabled,DiamondsOnly,DropSound,LootResource,LootExportName,DropOnlyTo
Plans: Migraine,,,Migraine,Bolts,3000,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
,,,,Fabric,3000,,,,,,,,,,,
Plans: Csejte,,,Csejte,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Angelspinner,,,Angelspinner,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Chaostwister,,,Chaostwister,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: The Edge [Hurricane],,,The Edge [Hurricane],Raider Tech,20,TRUE,,8,,,,,,graphics/loot/loot_drops.swf,blueprint,Bodyguard
Plans: Cloudholder,,,Cloudholder,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Aerohacker,,,Aerohacker,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Demonspinner,,,Demonspinner,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Cutspinner,,,Cutspinner,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Cyclocutter,,,Cyclocutter,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Spaceaxe [Hurricane],,,Spaceaxe [Hurricane],,,,,8,,,,,,graphics/loot/loot_drops.swf,blueprint,Bodyguard
Plans: Baneaxe [Hurricane],,,Baneaxe [Hurricane],Raider Tech,20,TRUE,,8,,,,,,graphics/loot/loot_drops.swf,blueprint,Bodyguard
Plans: Gyroclub,,,Gyroclub,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Darkgrind,,,Darkgrind,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Devilpick,,,Devilpick,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Octasword,,,Octasword,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Dirklance,,,Dirklance,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Shinesword,,,Shinesword,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Shockpiercer,,,Shockpiercer,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Speedsword,,,Speedsword,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Whirlknife,,,Whirlknife,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Triknife,,,Triknife,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Helioknife,,,Helioknife,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Smokecrusher,,,Smokecrusher,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Hexaspinner,,,Hexaspinner,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Wishbreaker,,,Wishbreaker,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Technoblade [Hurricane],,,Technoblade [Hurricane],Raider Tech,20,TRUE,,8,,,,,,graphics/loot/loot_drops.swf,blueprint,Bodyguard
Plans: Bladeflail,,,Bladeflail,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Rainchopper,,,Rainchopper,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Warriorknife,,,Warriorknife,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Omni Scythe,,,Omni Scythe,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Blight Sawer,,,The Blight,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Worldslayer [Bulwark],,,Worldslayer [Bulwark],Dragon Scales,20,TRUE,,8,,,,,,graphics/loot/loot_drops.swf,blueprint,Bodyguard
Plans: Skullmaster [Bulwark],,,Skullmaster [Bulwark],Dragon Scales,20,TRUE,,8,,,,,,graphics/loot/loot_drops.swf,blueprint,Bodyguard
Plans: PowerHammer [Bulwark],,,PowerHammer [Bulwark],Dragon Scales,20,TRUE,,8,,,,,,graphics/loot/loot_drops.swf,blueprint,Bodyguard
Plans: Steel Head [Bulwark],,,Steel Head [Bulwark],,,,,8,,,,,,graphics/loot/loot_drops.swf,blueprint,Bodyguard
Plans: Blight Sawer [Rampage],,,Blight Sawer [Rampage],,,,,8,,,,,,graphics/loot/loot_drops.swf,blueprint,Bodyguard
Plans: Chainblade [Rampage],,,Chainblade [Rampage],Riot Plates,20,TRUE,,8,,,,,,graphics/loot/loot_drops.swf,blueprint,Bodyguard
Plans: Vibroquaker [Rampage],,,Vibroquaker [Rampage],Riot Plates,20,TRUE,,8,,,,,,graphics/loot/loot_drops.swf,blueprint,Bodyguard
Plans: Metalcutter [Rampage],,,Metalcutter [Rampage],Riot Plates,20,TRUE,,8,,,,,,graphics/loot/loot_drops.swf,blueprint,Bodyguard
Plans: Facemace,,,Facemace,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Broadholder,,,Broadholder,,,,,,,3,,,,graphics/loot/loot_drops.swf,blueprint,
Plans: Cosmobelcher [Hurricane],,,Cosmobelcher [Hurricane],Raider Tech,20,TRUE,,8,,,,,,graphics/loot/loot_drops.swf,blueprint,Bodyguard
Plans: Spazzernoid [Bulwark],,,Spazzernoid [Bulwark],,,,,8,,,,,,graphics/loot/loot_drops.swf,blueprint,Bodyguard
Plans: Cell Gyrostinker[Rampage],,,Cell Gyrostinker[Rampage],Riot Plates,20,TRUE,,8,,,,,,graphics/loot/loot_drops.swf,blueprint,Bodyguard
