Name,EquipmentClass,ClothClass,RequiredLevel,Rarity,DiamondsOnly,LootDisabled,Enhancement,Tier,ShopRecommend,Texture,FemaleTexture,Model,Mesh,FemaleModel,FemaleMesh,ModelTexture,FemaleModelTexture,Icon,LootResource,LootExportName,YELLOW_TEXT_TID,PostToSocialNetworks
Special Purpose Gloves,Dark Gloves,Small,27,Uncommon,,TRUE,of the Scientist,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Aviator Gloves,Dark Gloves,Small,30,Uncommon,,TRUE,of the Scientist,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Burnproof Gloves,Dark Gloves,Small,30,Uncommon,,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Jackal Gloves,Rider Gloves,Small,6,Rare,TRUE,TRUE,of the Crymaker,,,graphics/3d/character/gloves/gloves_black_01_m.png,graphics/3d/character/gloves/gloves_black_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Hyena Gloves,Rider Gloves,Small,9,Rare,TRUE,TRUE,of Capacity,,,graphics/3d/character/gloves/gloves_black_01_m.png,graphics/3d/character/gloves/gloves_black_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Shotgunner's Gloves,Rider Gloves,Small,12,Rare,TRUE,TRUE,of the Crymaker,,,graphics/3d/character/gloves/gloves_black_01_m.png,graphics/3d/character/gloves/gloves_black_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Bowhunter's Gloves,Rider Gloves,Small,15,Rare,TRUE,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_01_m.png,graphics/3d/character/gloves/gloves_black_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Skinner Gloves,Rider Gloves,Small,18,Rare,TRUE,TRUE,of the Scientist,,,graphics/3d/character/gloves/gloves_black_01_m.png,graphics/3d/character/gloves/gloves_black_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Outdoor Gloves,Dark Gloves,Small,21,Rare,TRUE,TRUE,of the Crymaker,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Sniper Gloves,Dark Gloves,Small,24,Rare,TRUE,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Precision Gloves,Dark Gloves,Small,27,Rare,TRUE,TRUE,of Capacity,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Predator Gloves,Dark Gloves,Small,30,Rare,TRUE,TRUE,of the Crymaker,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Range Gloves,Dark Gloves,Small,5,Epic,TRUE,TRUE,of the Crymaker,,,graphics/3d/character/gloves/gloves_black_04_m.png,graphics/3d/character/gloves/gloves_black_04_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
All-purpose Gloves,Dark Gloves,Small,7,Epic,TRUE,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_04_m.png,graphics/3d/character/gloves/gloves_black_04_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Midnight Gloves,Dark Gloves,Small,9,Epic,TRUE,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_04_m.png,graphics/3d/character/gloves/gloves_black_04_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Tactical Gloves,Dark Gloves,Small,11,Epic,TRUE,TRUE,of the Crymaker,,,graphics/3d/character/gloves/gloves_black_04_m.png,graphics/3d/character/gloves/gloves_black_04_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Deerhunter's Gloves,Dark Gloves,Small,13,Epic,TRUE,TRUE,of the Crymaker,,,graphics/3d/character/gloves/gloves_black_04_m.png,graphics/3d/character/gloves/gloves_black_04_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Tearproof Gloves,Dark Gloves,Small,15,Epic,TRUE,TRUE,of Capacity,,,graphics/3d/character/gloves/gloves_black_04_m.png,graphics/3d/character/gloves/gloves_black_04_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Combat Gloves,Dark Gloves,Small,17,Epic,TRUE,TRUE,of the Crymaker,,,graphics/3d/character/gloves/gloves_black_04_m.png,graphics/3d/character/gloves/gloves_black_04_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Rustler's Gloves,Dark Gloves,Small,19,Epic,TRUE,TRUE,of the Scientist,,,graphics/3d/character/gloves/gloves_black_04_m.png,graphics/3d/character/gloves/gloves_black_04_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Killer Gloves,Dark Gloves,Small,21,Epic,TRUE,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Stalker Gloves,Dark Gloves,Small,23,Epic,TRUE,TRUE,of the Crymaker,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
One Shot Gloves,Dark Gloves,Small,25,Epic,TRUE,TRUE,of the Crymaker,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Steady Hands,Dark Gloves,Small,25,Epic,,TRUE,of the Scientist,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Scissorhands,Dark Gloves,Small,27,Epic,TRUE,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Stealthy Gloves,Dark Gloves,Small,29,Epic,TRUE,TRUE,of Capacity,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Wolfskin Gloves,Dark Gloves,Small,30,Epic,TRUE,TRUE,of the Crymaker,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Bearskin Gloves,Dark Gloves,Small,30,Epic,,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Bouncer Gloves,Rider Gloves,Large,10,Common,,TRUE,,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Brawny Gloves,Rider Gloves,Large,13,Common,,TRUE,,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Casual Gloves,Rider Gloves,Large,18,Common,,TRUE,,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Biker Gloves,Rider Gloves,Large,21,Common,,TRUE,,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Reinforced Gloves,Rider Gloves,Large,26,Common,,TRUE,,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Cordura Gloves,Dark Gloves,Large,7,Uncommon,,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_01_m.png,graphics/3d/character/gloves/gloves_black_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Kevlar Gloves,Dark Gloves,Large,12,Uncommon,,TRUE,of Guts,,,graphics/3d/character/gloves/gloves_black_01_m.png,graphics/3d/character/gloves/gloves_black_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Needleproof Gloves,Dark Gloves,Large,15,Uncommon,,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_01_m.png,graphics/3d/character/gloves/gloves_black_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Syndicate Gloves,Dark Gloves,Large,17,Uncommon,,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_01_m.png,graphics/3d/character/gloves/gloves_black_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Heavy Silk Gloves,Dark Gloves,Large,20,Uncommon,,TRUE,of Guts,,,graphics/3d/character/gloves/gloves_black_01_m.png,graphics/3d/character/gloves/gloves_black_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Bodybuilder Gloves,Dark Gloves,Large,23,Uncommon,,TRUE,of Guts,,,graphics/3d/character/gloves/gloves_black_02_m.png,graphics/3d/character/gloves/gloves_black_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Tough Guy Gloves,Dark Gloves,Large,25,Uncommon,,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_02_m.png,graphics/3d/character/gloves/gloves_black_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Bodyguard's Gloves,Dark Gloves,Large,27,Uncommon,,TRUE,of Guts,,,graphics/3d/character/gloves/gloves_black_02_m.png,graphics/3d/character/gloves/gloves_black_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Hardened Gloves,Dark Gloves,Large,30,Uncommon,,TRUE,of Guts,,,graphics/3d/character/gloves/gloves_black_02_m.png,graphics/3d/character/gloves/gloves_black_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Armored Gloves,Dark Gloves,Large,30,Uncommon,,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_02_m.png,graphics/3d/character/gloves/gloves_black_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Heavy Metal Gloves,Dark Gloves,Large,6,Rare,TRUE,TRUE,of the Destroyer,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Hardman Gloves,Dark Gloves,Large,9,Rare,TRUE,TRUE,of Guts,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Protector Gloves,Dark Gloves,Large,12,Rare,TRUE,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Bomber Gloves,Dark Gloves,Large,15,Rare,TRUE,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Vigilante Gloves,Dark Gloves,Large,18,Rare,TRUE,TRUE,of the Destroyer,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Massive Mittens,Dark Gloves,Large,21,Rare,TRUE,TRUE,of Guts,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Championship Gloves,Dark Gloves,Large,24,Rare,TRUE,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Bulldog Gloves,Dark Gloves,Large,27,Rare,TRUE,TRUE,of Guts,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Attitude Adjusters,Dark Gloves,Large,30,Rare,TRUE,TRUE,of the Destroyer,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Team Gloves,Dark Gloves,Large,5,Epic,TRUE,TRUE,of the Destroyer,,,graphics/3d/character/gloves/gloves_black_05_m.png,graphics/3d/character/gloves/gloves_black_05_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Arm Wrestling Gloves,Dark Gloves,Large,7,Epic,TRUE,TRUE,of Guts,,,graphics/3d/character/gloves/gloves_black_05_m.png,graphics/3d/character/gloves/gloves_black_05_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Powerlifting Gloves,Dark Gloves,Large,9,Epic,TRUE,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_05_m.png,graphics/3d/character/gloves/gloves_black_05_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Rodeo Gloves,Dark Gloves,Large,11,Epic,TRUE,TRUE,of the Destroyer,,,graphics/3d/character/gloves/gloves_black_05_m.png,graphics/3d/character/gloves/gloves_black_05_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Heavy Duty Gloves,Dark Gloves,Large,13,Epic,TRUE,TRUE,of the Destroyer,,,graphics/3d/character/gloves/gloves_black_05_m.png,graphics/3d/character/gloves/gloves_black_05_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Power Grips,Dark Gloves,Large,15,Epic,TRUE,TRUE,of Guts,,,graphics/3d/character/gloves/gloves_black_05_m.png,graphics/3d/character/gloves/gloves_black_05_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Vanguard Gloves,Dark Gloves,Large,17,Epic,TRUE,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Blazing Gloves,Dark Gloves,Large,19,Epic,TRUE,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Knuckeduster Gloves,Dark Gloves,Large,21,Epic,TRUE,TRUE,of the Destroyer,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
No Nonsense Gloves,Dark Gloves,Large,23,Epic,TRUE,TRUE,of Guts,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Pitbull Gloves,Dark Gloves,Large,25,Epic,TRUE,TRUE,of the Destroyer,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Melee Gloves,Dark Gloves,Large,25,Epic,,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Linebacker's Gloves,Dark Gloves,Large,27,Epic,TRUE,TRUE,of the Destroyer,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Tank Gloves,Dark Gloves,Large,29,Epic,TRUE,TRUE,of Guts,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Gauntlets,Dark Gloves,Large,30,Epic,TRUE,TRUE,of the Scientist,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Hands of Stone,Dark Gloves,Large,30,Epic,,TRUE,of the Destroyer,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Disposable Gloves,Leather Gloves,Small,10,Common,,TRUE,,,,graphics/3d/character/gloves/gloves_black_03_m.png,graphics/3d/character/gloves/gloves_black_03_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Examination Gloves,Leather Gloves,Small,13,Common,,TRUE,,,,graphics/3d/character/gloves/gloves_black_03_m.png,graphics/3d/character/gloves/gloves_black_03_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Faux Leather Gloves,Leather Gloves,Small,18,Common,,TRUE,,,,graphics/3d/character/gloves/gloves_black_03_m.png,graphics/3d/character/gloves/gloves_black_03_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Driving Gloves,Leather Gloves,Small,21,Common,,TRUE,,,,graphics/3d/character/gloves/gloves_black_03_m.png,graphics/3d/character/gloves/gloves_black_03_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Leather Gloves,Leather Gloves,Small,26,Common,,TRUE,,,,graphics/3d/character/gloves/gloves_black_03_m.png,graphics/3d/character/gloves/gloves_black_03_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Fine Leather Gloves,Rider Gloves,Small,7,Uncommon,,TRUE,of the Scientist,,,graphics/3d/character/gloves/gloves_black_03_m.png,graphics/3d/character/gloves/gloves_black_03_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Waterproof Gloves,Rider Gloves,Small,12,Uncommon,,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_03_m.png,graphics/3d/character/gloves/gloves_black_03_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Ski Gloves,Rider Gloves,Small,15,Uncommon,,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_03_m.png,graphics/3d/character/gloves/gloves_black_03_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Golf Gloves,Rider Gloves,Small,17,Uncommon,,TRUE,of the Scientist,,,graphics/3d/character/gloves/gloves_black_03_m.png,graphics/3d/character/gloves/gloves_black_03_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Plaid Gloves,Rider Gloves,Small,20,Uncommon,,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_03_m.png,graphics/3d/character/gloves/gloves_black_03_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Yachting Gloves,Dark Gloves,Small,23,Uncommon,,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Hi-Friction Gloves,Dark Gloves,Small,25,Uncommon,,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Ergonomic Gloves,Dark Gloves,Small,27,Uncommon,,TRUE,of the Scientist,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Suede Gloves,Dark Gloves,Small,30,Uncommon,,TRUE,of the Scientist,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Quality Gloves,Dark Gloves,Small,30,Uncommon,,TRUE,of the Scientist,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Hiking Gloves,Rider Gloves,Small,6,Rare,TRUE,TRUE,of the Crymaker,,,graphics/3d/character/gloves/gloves_black_01_m.png,graphics/3d/character/gloves/gloves_black_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Medical Gloves,Rider Gloves,Small,9,Rare,TRUE,TRUE,of Capacity,,,graphics/3d/character/gloves/gloves_black_01_m.png,graphics/3d/character/gloves/gloves_black_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Combat Medic's Gloves,Rider Gloves,Small,12,Rare,TRUE,TRUE,of the Crymaker,,,graphics/3d/character/gloves/gloves_black_01_m.png,graphics/3d/character/gloves/gloves_black_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Rubber Gloves,Rider Gloves,Small,15,Rare,TRUE,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_01_m.png,graphics/3d/character/gloves/gloves_black_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Neoprene Gloves,Rider Gloves,Small,18,Rare,TRUE,TRUE,of the Scientist,,,graphics/3d/character/gloves/gloves_black_01_m.png,graphics/3d/character/gloves/gloves_black_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Lab Gloves,Dark Gloves,Small,21,Rare,TRUE,TRUE,of the Crymaker,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Probing Gloves,Dark Gloves,Small,24,Rare,TRUE,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Sterile Gloves,Dark Gloves,Small,27,Rare,TRUE,TRUE,of Capacity,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Antimicrobial Gloves,Dark Gloves,Small,30,Rare,TRUE,TRUE,of the Crymaker,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Healer's Gloves,Dark Gloves,Small,5,Epic,TRUE,TRUE,of the Crymaker,,,graphics/3d/character/gloves/gloves_black_05_m.png,graphics/3d/character/gloves/gloves_black_05_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Technician's Gloves,Dark Gloves,Small,7,Epic,TRUE,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_05_m.png,graphics/3d/character/gloves/gloves_black_05_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Orderly's Gloves,Dark Gloves,Small,9,Epic,TRUE,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_05_m.png,graphics/3d/character/gloves/gloves_black_05_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Doc's Gloves,Dark Gloves,Small,11,Epic,TRUE,TRUE,of the Crymaker,,,graphics/3d/character/gloves/gloves_black_05_m.png,graphics/3d/character/gloves/gloves_black_05_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
