,,graphics/tilesets/nature.png,RunGrass,graphics/effects/character_movement_fx.swf,steps_dust
,Tiles
,,Name,Passable,LineOfSight
,,grass_green,TRUE,TRUE
,,grass_brownish,TRUE,TRUE
,,Dirt_1,TRUE,TRUE
,,mud,TRUE,TRUE
,,Dirt_2,TRUE,TRUE
Desert
,Info
,,FileName,Sound,DustSWF,DustExportName
,,graphics/tilesets/desert_tileset.png,RunGrass,graphics/effects/character_movement_fx.swf,steps_dust
,Tiles
,,Name,Passable,LineOfSight
,,Sand,TRUE,TRUE
,,Cave,TRUE,TRUE
Impassable
,Info
,,FileName,Sound,DustSWF,DustExportName
,,graphics/tilesets/impassable_tiles.png,,graphics/effects/character_movement_fx.swf,steps_dust
,Tiles
,,Name,Passable,LineOfSight
,,black,,TRUE
Desert_Impassable
,Info
,,FileName,Sound,DustSWF,DustExportName
,,graphics/tilesets/desert_tileset.png,RunGrass,graphics/effects/character_movement_fx.swf,steps_dust
,Tiles
,,Name,Passable,LineOfSight
,,Wall,,TRUE
,,Cave,,
Harbor_tileset
,Info
,,FileName,Sound,DustSWF,DustExportName
,,graphics/tilesets/harbor_tileset.png,RunConcrete,graphics/effects/character_movement_fx.swf,steps_dust
,Tiles
,,Name,Passable,LineOfSight
,,Concrete_sidewalk,TRUE,TRUE
,,Concrete_road,TRUE,TRUE
Little_Italy_tileset
,Info
,,FileName,Sound,DustSWF,DustExportName
,,graphics/tilesets/little_italy_tileset.png,RunConcrete,graphics/effects/character_movement_fx.swf,steps_dust
,Tiles
,,Name,Passable,LineOfSight
,,Concrete_sidewalk,TRUE,TRUE
,,Concrete_road,TRUE,TRUE
Beta_key_tileset
,Info
,,FileName,Sound,DustSWF,DustExportName
,,graphics/tilesets/betakey_tileset.png,RunConcrete,graphics/effects/character_movement_fx.swf,steps_dust
,Tiles
,,Name,Passable,LineOfSight
,,Concrete_floot,TRUE,TRUE
,,Checkerboard_white,TRUE,TRUE
,,Checkerboard_black,TRUE,TRUE
