Name,FileNames,FadeOutRadius,MaxVolumeRadius,MinPitch,MaxPitch,VolMin,VolMax
,audio/vo/italian/female/vo_italian_female_death_09.mp3,,,,,25,50
,audio/vo/italian/female/vo_italian_female_death_10.mp3,,,,,25,50
,audio/vo/italian/female/vo_italian_female_death_11.mp3,,,,,25,50
VoItalianFemaleGreetings,audio/vo/italian/female/vo_italian_female_greetings_01.mp3,5,10,98,102,25,25
,audio/vo/italian/female/vo_italian_female_greetings_02.mp3,,,,,25,25
,audio/vo/italian/female/vo_italian_female_greetings_03.mp3,,,,,25,25
,audio/vo/italian/female/vo_italian_female_greetings_04.mp3,,,,,25,25
VoItalianFemaleHostile,audio/vo/italian/female/vo_italian_female_hostile_01.mp3,5,10,98,102,25,25
,audio/vo/italian/female/vo_italian_female_hostile_02.mp3,,,,,25,25
,audio/vo/italian/female/vo_italian_female_hostile_03.mp3,,,,,25,25
,audio/vo/italian/female/vo_italian_female_hostile_04.mp3,,,,,25,25
,audio/vo/italian/female/vo_italian_female_hostile_05.mp3,,,,,25,25
,audio/vo/italian/female/vo_italian_female_hostile_06.mp3,,,,,25,25
,audio/vo/italian/female/vo_italian_female_hostile_07.mp3,,,,,25,25
,audio/vo/italian/female/vo_italian_female_hostile_08.mp3,,,,,25,25
,audio/vo/italian/female/vo_italian_female_hostile_09.mp3,,,,,25,25
VoItalianMaleBye,audio/vo/italian/male/vo_italian_male_bye_01.mp3,5,10,98,102,25,25
,audio/vo/italian/male/vo_italian_male_bye_02.mp3,,,,,25,25
,audio/vo/italian/male/vo_italian_male_bye_03.mp3,,,,,25,25
,audio/vo/italian/male/vo_italian_male_bye_04.mp3,,,,,25,25
,audio/vo/italian/male/vo_italian_male_bye_05.mp3,,,,,25,25
,audio/vo/italian/male/vo_italian_male_bye_06.mp3,,,,,25,25
VoItalianMaleDamage,audio/vo/italian/male/vo_italian_male_damage_01.mp3,5,10,98,102,25,50
,audio/vo/italian/male/vo_italian_male_damage_02.mp3,,,,,25,50
,audio/vo/italian/male/vo_italian_male_damage_03.mp3,,,,,25,50
,audio/vo/italian/male/vo_italian_male_damage_04.mp3,,,,,25,50
,audio/vo/italian/male/vo_italian_male_damage_05.mp3,,,,,25,50
,audio/vo/italian/male/vo_italian_male_damage_06.mp3,,,,,25,50
,audio/vo/italian/male/vo_italian_male_damage_07.mp3,,,,,25,50
,audio/vo/italian/male/vo_italian_male_damage_08.mp3,,,,,25,50
,audio/vo/italian/male/vo_italian_male_damage_09.mp3,,,,,25,50
VoItalianMaleDeath,audio/vo/italian/male/vo_italian_male_death_01.mp3,5,10,98,102,25,50
,audio/vo/italian/male/vo_italian_male_death_02.mp3,,,,,25,50
,audio/vo/italian/male/vo_italian_male_death_03.mp3,,,,,25,50
,audio/vo/italian/male/vo_italian_male_death_04.mp3,,,,,25,50
,audio/vo/italian/male/vo_italian_male_death_05.mp3,,,,,25,50
,audio/vo/italian/male/vo_italian_male_death_06.mp3,,,,,25,50
,audio/vo/italian/male/vo_italian_male_death_07.mp3,,,,,25,50
,audio/vo/italian/male/vo_italian_male_death_08.mp3,,,,,25,50
VoItalianMaleGreetings,audio/vo/italian/male/vo_italian_male_greetings_02.mp3,5,10,98,102,25,25
,audio/vo/italian/male/vo_italian_male_greetings_03.mp3,,,,,25,25
,audio/vo/italian/male/vo_italian_male_greetings_04.mp3,,,,,25,25
,audio/vo/italian/male/vo_italian_male_greetings_05.mp3,,,,,25,25
VoItalianMaleHostile,audio/vo/italian/male/vo_italian_male_hostile_01.mp3,5,10,98,102,25,25
,audio/vo/italian/male/vo_italian_male_hostile_02.mp3,,,,,25,25
,audio/vo/italian/male/vo_italian_male_hostile_03.mp3,,,,,25,25
,audio/vo/italian/male/vo_italian_male_hostile_04.mp3,,,,,25,25
,audio/vo/italian/male/vo_italian_male_hostile_05.mp3,,,,,25,25
,audio/vo/italian/male/vo_italian_male_hostile_06.mp3,,,,,25,25
,audio/vo/italian/male/vo_italian_male_hostile_07.mp3,,,,,25,25
,audio/vo/italian/male/vo_italian_male_hostile_08.mp3,,,,,25,25
,audio/vo/italian/male/vo_italian_male_hostile_09.mp3,,,,,25,25
VoItalianMaleVendor,audio/vo/italian/male/vo_italian_male_vendor_01.mp3,5,10,98,102,25,25
,audio/vo/italian/male/vo_italian_male_vendor_02.mp3,,,,,25,25
,audio/vo/italian/male/vo_italian_male_vendor_03.mp3,,,,,25,25
VoPlayerFemaleBagFull,audio/vo/player/female/vo_player_female_bagfull_01.mp3,5,10,98,102,25,25
,audio/vo/player/female/vo_player_female_bagfull_02.mp3,,,,,25,25
VoPlayerFemaleCannot,audio/vo/player/female/vo_player_female_cannot_01.mp3,5,10,98,102,25,25
,audio/vo/player/female/vo_player_female_cannot_02.mp3,,,,,25,25
VoPlayerFemaleDamage,audio/vo/player/female/vo_player_female_damage_01.mp3,5,10,98,102,25,50
,audio/vo/player/female/vo_player_female_damage_02.mp3,,,,,25,50
,audio/vo/player/female/vo_player_female_damage_03.mp3,,,,,25,50
,audio/vo/player/female/vo_player_female_damage_04.mp3,,,,,25,50
,audio/vo/player/female/vo_player_female_damage_06.mp3,,,,,25,50
,audio/vo/player/female/vo_player_female_damage_08.mp3,,,,,25,50
,audio/vo/player/female/vo_player_female_damage_10.mp3,,,,,25,50
,audio/vo/player/female/vo_player_female_damage_11.mp3,,,,,25,50
,audio/vo/player/female/vo_player_female_damage_12.mp3,,,,,25,50
,audio/vo/player/female/vo_player_female_damage_15.mp3,,,,,25,50
VoPlayerFemaleDeath,audio/vo/player/female/vo_player_female_death_01.mp3,5,10,98,102,25,50
,audio/vo/player/female/vo_player_female_death_02.mp3,,,,,25,50
,audio/vo/player/female/vo_player_female_death_03.mp3,,,,,25,50
,audio/vo/player/female/vo_player_female_death_04.mp3,,,,,25,50
,audio/vo/player/female/vo_player_female_death_05.mp3,,,,,25,50
,audio/vo/player/female/vo_player_female_death_06.mp3,,,,,25,50
,audio/vo/player/female/vo_player_female_death_08.mp3,,,,,25,50
,audio/vo/player/female/vo_player_female_death_09.mp3,,,,,25,50
,audio/vo/player/female/vo_player_female_death_10.mp3,,,,,25,50
,audio/vo/player/female/vo_player_female_death_11.mp3,,,,,25,50
,audio/vo/player/female/vo_player_female_death_12.mp3,,,,,25,50
,audio/vo/player/female/vo_player_female_death_13.mp3,,,,,25,50
,audio/vo/player/female/vo_player_female_death_14.mp3,,,,,25,50
VoPlayerMaleBagFull,audio/vo/player/male/vo_player_male_bagfull_01.mp3,5,10,98,102,25,25
,audio/vo/player/male/vo_player_male_bagfull_02.mp3,,,,,25,25
VoPlayerMaleCannot,audio/vo/player/male/vo_player_male_cannot_01.mp3,5,10,98,102,25,25
,audio/vo/player/male/vo_player_male_cannot_02.mp3,,,,,25,25
VoPlayerMaleDamage,audio/vo/player/male/vo_player_male_damage_01.mp3,5,10,98,102,50,50
,audio/vo/player/male/vo_player_male_damage_02.mp3,,,,,25,50
,audio/vo/player/male/vo_player_male_damage_03.mp3,,,,,25,50
,audio/vo/player/male/vo_player_male_damage_04.mp3,,,,,25,50
,audio/vo/player/male/vo_player_male_damage_05.mp3,,,,,25,50
,audio/vo/player/male/vo_player_male_damage_06.mp3,,,,,25,50
,audio/vo/player/male/vo_player_male_damage_07.mp3,,,,,25,50
,audio/vo/player/male/vo_player_male_damage_08.mp3,,,,,25,50
,audio/vo/player/male/vo_player_male_damage_09.mp3,,,,,25,50
,audio/vo/player/male/vo_player_male_damage_10.mp3,,,,,25,50
VoPlayerMaleDeath,audio/vo/player/male/vo_player_male_death_01.mp3,5,10,98,102,25,50
,audio/vo/player/male/vo_player_male_death_02.mp3,,,,,25,50
,audio/vo/player/male/vo_player_male_death_03.mp3,,,,,25,50
,audio/vo/player/male/vo_player_male_death_04.mp3,,,,,25,50
,audio/vo/player/male/vo_player_male_death_05.mp3,,,,,25,50
,audio/vo/player/male/vo_player_male_death_06.mp3,,,,,25,50
,audio/vo/player/male/vo_player_male_death_07.mp3,,,,,25,50
,audio/vo/player/male/vo_player_male_death_08.mp3,,,,,25,50
,audio/vo/player/male/vo_player_male_death_09.mp3,,,,,25,50
,audio/vo/player/male/vo_player_male_death_10.mp3,,,,,25,50
VoBloodpitsMaleBye,audio/vo/bloodpits/male/vo_bloodpits_male_bye_01.mp3,5,10,98,102,25,25
,audio/vo/bloodpits/male/vo_bloodpits_male_bye_02.mp3,,,,,25,25
,audio/vo/bloodpits/male/vo_bloodpits_male_bye_03.mp3,,,,,25,25
,audio/vo/bloodpits/male/vo_bloodpits_male_bye_04.mp3,,,,,25,25
VoBloodpitsMaleDamage,audio/vo/bloodpits/male/vo_bloodpits_male_damage_01.mp3,5,10,98,102,25,50
,audio/vo/bloodpits/male/vo_bloodpits_male_damage_02.mp3,,,,,25,50
,audio/vo/bloodpits/male/vo_bloodpits_male_damage_03.mp3,,,,,25,50
,audio/vo/bloodpits/male/vo_bloodpits_male_damage_04.mp3,,,,,25,50
,audio/vo/bloodpits/male/vo_bloodpits_male_damage_05.mp3,,,,,25,50
,audio/vo/bloodpits/male/vo_bloodpits_male_damage_06.mp3,,,,,25,50
,audio/vo/bloodpits/male/vo_bloodpits_male_damage_07.mp3,,,,,25,50
,audio/vo/bloodpits/male/vo_bloodpits_male_damage_08.mp3,,,,,25,50
,audio/vo/bloodpits/male/vo_bloodpits_male_damage_09.mp3,,,,,25,50
,audio/vo/bloodpits/male/vo_bloodpits_male_damage_10.mp3,,,,,25,50
VoBloodpitsMaleDeath,audio/vo/bloodpits/male/vo_bloodpits_male_death_01.mp3,5,10,98,102,25,50
,audio/vo/bloodpits/male/vo_bloodpits_male_death_03.mp3,,,,,25,50
,audio/vo/bloodpits/male/vo_bloodpits_male_death_04.mp3,,,,,25,50
,audio/vo/bloodpits/male/vo_bloodpits_male_death_05.mp3,,,,,25,50
,audio/vo/bloodpits/male/vo_bloodpits_male_death_06.mp3,,,,,25,50
,audio/vo/bloodpits/male/vo_bloodpits_male_death_07.mp3,,,,,25,50
,audio/vo/bloodpits/male/vo_bloodpits_male_death_08.mp3,,,,,25,50
,audio/vo/bloodpits/male/vo_bloodpits_male_death_09.mp3,,,,,25,50
,audio/vo/bloodpits/male/vo_bloodpits_male_death_10.mp3,,,,,25,50
,audio/vo/bloodpits/male/vo_bloodpits_male_death_11.mp3,,,,,25,50
,audio/vo/bloodpits/male/vo_bloodpits_male_death_12.mp3,,,,,25,50
VoBloodpitsMaleGreetings,audio/vo/bloodpits/male/vo_bloodpits_male_greetings_02.mp3,5,10,98,102,25,25
,audio/vo/bloodpits/male/vo_bloodpits_male_greetings_03.mp3,,,,,25,25
,audio/vo/bloodpits/male/vo_bloodpits_male_greetings_04.mp3,,,,,25,25
,audio/vo/bloodpits/male/vo_bloodpits_male_greetings_05.mp3,,,,,25,25
,audio/vo/bloodpits/male/vo_bloodpits_male_greetings_06.mp3,,,,,25,25
VoBloodpitsMaleHostile,audio/vo/bloodpits/male/vo_bloodpits_male_hostile_01.mp3,5,10,98,102,25,25
,audio/vo/bloodpits/male/vo_bloodpits_male_hostile_02.mp3,,,,,25,25
,audio/vo/bloodpits/male/vo_bloodpits_male_hostile_03.mp3,,,,,25,25
,audio/vo/bloodpits/male/vo_bloodpits_male_hostile_04.mp3,,,,,25,25
,audio/vo/bloodpits/male/vo_bloodpits_male_hostile_05.mp3,,,,,25,25
,audio/vo/bloodpits/male/vo_bloodpits_male_hostile_06.mp3,,,,,25,25
VoBloodpitsMaleVendor,audio/vo/bloodpits/male/vo_bloodpits_male_vendor_01.mp3,5,10,98,102,25,25
,audio/vo/bloodpits/male/vo_bloodpits_male_vendor_02.mp3,,,,,25,25
,audio/vo/bloodpits/male/vo_bloodpits_male_vendor_03.mp3,,,,,25,25
VoCPFMaleDamage,audio/vo/cpf/male/vo_cpf_male_damage_01.mp3,5,10,98,102,25,50
,audio/vo/cpf/male/vo_cpf_male_damage_02.mp3,,,,,25,50
,audio/vo/cpf/male/vo_cpf_male_damage_03.mp3,,,,,25,50
,audio/vo/cpf/male/vo_cpf_male_damage_04.mp3,,,,,25,50
,audio/vo/cpf/male/vo_cpf_male_damage_05.mp3,,,,,25,50
,audio/vo/cpf/male/vo_cpf_male_damage_06.mp3,,,,,25,50
,audio/vo/cpf/male/vo_cpf_male_damage_07.mp3,,,,,25,50
,audio/vo/cpf/male/vo_cpf_male_damage_08.mp3,,,,,25,50
,audio/vo/cpf/male/vo_cpf_male_damage_09.mp3,,,,,25,50
VoCPFMaleDeath,audio/vo/cpf/male/vo_cpf_male_death_01.mp3,5,10,98,102,25,50
,audio/vo/cpf/male/vo_cpf_male_death_02.mp3,,,,,25,50
,audio/vo/cpf/male/vo_cpf_male_death_03.mp3,,,,,25,50
,audio/vo/cpf/male/vo_cpf_male_death_04.mp3,,,,,25,50
,audio/vo/cpf/male/vo_cpf_male_death_05.mp3,,,,,25,50
,audio/vo/cpf/male/vo_cpf_male_death_06.mp3,,,,,25,50
,audio/vo/cpf/male/vo_cpf_male_death_07.mp3,,,,,25,50
VoCSF,audio/vo/bloodpits/male/vo_bloodpits_male_greetings_02.mp3,5,10,98,102,25,50
,audio/vo/bloodpits/male/vo_bloodpits_male_greetings_02.mp3,,,,,25,50
,audio/vo/bloodpits/male/vo_bloodpits_male_greetings_02.mp3,,,,,25,50
VoPigHostile,audio/vo/misc/vo_pig_hostile_01.mp3,5,20,98,102,25,33
VoPigDeath,audio/vo/misc/vo_pig_death_01.mp3,5,20,98,102,25,33
VoPigNotice,audio/vo/misc/vo_pig_notice_01.mp3,5,20,98,102,25,33
VoPigTalk,audio/vo/misc/vo_pig_talk_01.mp3,5,20,98,102,25,33
VoPigGoodbye,audio/vo/misc/vo_pig_goodbye_01.mp3,5,20,98,102,25,33
VoRobotGreetings,audio/vo/robots/vo_robot_greetings_01.mp3,5,10,98,102,25,50
VoRobotHostile,audio/vo/robots/vo_robot_hostile_01.mp3,5,10,98,102,25,50
VoHologramHead,audio/vo/misc/vo_labycore_hologram_01.mp3,5,10,100,100,50,50
VoDogAttack,audio/vo/misc/vo_dog_attack_01.mp3,5,25,95,105,20,33
,audio/vo/misc/vo_dog_attack_02.mp3,5,25,95,105,20,33
,audio/vo/misc/vo_dog_attack_03.mp3,5,25,95,105,20,33
,audio/vo/misc/vo_dog_attack_04.mp3,5,25,95,105,20,33
VoDogDeath,audio/vo/misc/vo_dog_death_01.mp3,5,20,95,105,20,33
,audio/vo/misc/vo_dog_death_02.mp3,5,20,95,105,20,33
,audio/vo/misc/vo_dog_death_03.mp3,5,20,95,105,20,33
,audio/vo/misc/vo_dog_death_04.mp3,5,20,95,105,20,33
VoBossDeathMechanical,audio/vo/boss/vo_boss_mechanical_death_01.mp3,5,20,95,105,20,40
,audio/vo/boss/vo_boss_mechanical_death_02.mp3,5,20,95,105,20,40
VoBossDeathBigThug,audio/vo/boss/vo_boss_big_thug_01.mp3,5,20,95,105,20,40
,audio/vo/boss/vo_boss_big_thug_02.mp3,5,20,95,105,20,40
VoBossDeathBigWoman,audio/vo/boss/vo_boss_female_01.mp3,5,20,95,105,20,40
,audio/vo/boss/vo_boss_female_02.mp3,5,20,95,105,20,40
VoMutantGreetings,audio/vo/generic/male/vo_generic_mutant_greet_01.mp3,5,20,95,105,10,33
,audio/vo/generic/male/vo_generic_mutant_greet_02.mp3,5,20,95,105,10,33
,audio/vo/generic/male/vo_generic_mutant_greet_03.mp3,5,20,95,105,10,33
,audio/vo/generic/male/vo_generic_mutant_greet_04.mp3,5,20,95,105,10,33
VoMutantBye,audio/vo/generic/male/vo_generic_mutant_bye_01.mp3,5,20,95,105,10,33
,audio/vo/generic/male/vo_generic_mutant_bye_02.mp3,5,20,95,105,10,33
,audio/vo/generic/male/vo_generic_mutant_bye_02.mp3,5,20,95,105,10,33
,audio/vo/generic/male/vo_generic_mutant_bye_04.mp3,5,20,95,105,10,33
VoLizardAttack,audio/sfx/characters/animals/lizard_attack_01.mp3,5,20,95,105,20,33
,audio/sfx/characters/animals/lizard_attack_01.mp3,5,20,95,105,20,33
,audio/sfx/characters/animals/lizard_attack_01.mp3,5,20,95,105,20,33
VoLizardSpecialAttack1,audio/sfx/characters/animals/lizard_special_attack1_01.mp3,5,20,95,105,20,40
,audio/sfx/characters/animals/lizard_special_attack1_02.mp3,5,20,95,105,20,40
,audio/sfx/characters/animals/lizard_special_attack1_03.mp3,5,20,95,105,20,40
VoLizardSpecialAttack2,audio/sfx/characters/animals/lizard_special_attack2_01.mp3,5,20,95,105,20,40
,audio/sfx/characters/animals/lizard_special_attack2_02.mp3,5,20,95,105,20,40
,audio/sfx/characters/animals/lizard_special_attack2_03.mp3,5,20,95,105,20,40
VoLizardDamage,audio/sfx/characters/animals/lizard_damage_01.mp3,5,20,95,105,20,40
,audio/sfx/characters/animals/lizard_damage_02.mp3,5,20,95,105,20,40
,audio/sfx/characters/animals/lizard_damage_03.mp3,5,20,95,105,20,40
VoLizardDeath,audio/sfx/characters/animals/lizard_death_01.mp3,5,20,95,105,20,33
,audio/sfx/characters/animals/lizard_death_02.mp3,5,20,95,105,20,33
,audio/sfx/characters/animals/lizard_death_03.mp3,5,20,95,105,20,33
VoMutantAttack,audio/vo/misc/vo_big_mutant_welcome_01.mp3,5,20,95,105,8,30
,audio/vo/misc/vo_big_mutant_welcome_02.mp3,5,20,95,105,8,30
,audio/vo/misc/vo_big_mutant_welcome_03.mp3,5,20,95,105,8,30
VoMutantDeath,audio/vo/misc/vo_big_mutant_goodbye_01.mp3,5,20,95,105,8,30
,audio/vo/misc/vo_big_mutant_goodbye_02.mp3,5,20,95,105,8,30
,audio/vo/misc/vo_big_mutant_goodbye_03.mp3,5,20,95,105,8,30
VoGiantAntAlert,audio/sfx/characters/animals/ants/giant_ant_alert_01.mp3,5,20,95,105,25,40
,audio/sfx/characters/animals/ants/giant_ant_alert_02.mp3,5,20,95,105,25,40
,audio/sfx/characters/animals/ants/giant_ant_alert_03.mp3,5,20,95,105,25,40
,audio/sfx/characters/animals/ants/giant_ant_alert_04.mp3,5,20,95,105,25,40
VoGiantAntAttack,audio/sfx/characters/animals/ants/giant_ant_bite_01.mp3,5,20,95,105,25,60
,audio/sfx/characters/animals/ants/giant_ant_bite_02.mp3,5,20,95,105,25,60
,audio/sfx/characters/animals/ants/giant_ant_bite_03.mp3,5,20,95,105,25,60
,audio/sfx/characters/animals/ants/giant_ant_bite_04.mp3,5,20,95,105,25,60
VoGiantAntCriticalDeath,audio/sfx/characters/animals/ants/giant_ant_critical_death_01.mp3,5,20,95,105,25,40
,audio/sfx/characters/animals/ants/giant_ant_critical_death_02.mp3,5,20,95,105,25,40
,audio/sfx/characters/animals/ants/giant_ant_critical_death_03.mp3,5,20,95,105,25,40
VoGiantAntDeath,audio/sfx/characters/animals/ants/giant_ant_death_01.mp3,5,20,95,105,25,60
,audio/sfx/characters/animals/ants/giant_ant_death_02.mp3,5,20,95,105,25,60
,audio/sfx/characters/animals/ants/giant_ant_death_03.mp3,5,20,95,105,25,60
,audio/sfx/characters/animals/ants/giant_ant_death_04.mp3,5,20,95,105,25,60
VoGiantAntSpecialAttack,audio/sfx/characters/animals/ants/giant_ant_spit_acid_01.mp3,5,20,95,105,25,50
,audio/sfx/characters/animals/ants/giant_ant_spit_acid_02.mp3,5,20,95,105,25,50
VoQueenAntAlert,audio/sfx/characters/animals/ants/queen_ant_alert_01.mp3,5,20,95,105,25,35
,audio/sfx/characters/animals/ants/queen_ant_alert_02.mp3,5,20,95,105,25,35
,audio/sfx/characters/animals/ants/queen_ant_alert_03.mp3,5,20,95,105,25,35
,audio/sfx/characters/animals/ants/queen_ant_alert_04.mp3,5,20,95,105,25,35
VoQueenAntAttack,audio/sfx/characters/animals/ants/queen_ant_bite_01.mp3,5,20,95,105,25,65
