Name,FileNames,FadeOutRadius,MaxVolumeRadius,MinPitch,MaxPitch,VolMin,VolMax
,audio/vo/misc/vo_labycore_generic_05.mp3,,,100,100,20,20
,audio/vo/misc/vo_labycore_generic_06.mp3,,,100,100,20,20
,audio/vo/misc/vo_labycore_generic_08.mp3,,,100,100,20,20
,audio/vo/misc/vo_labycore_generic_09.mp3,,,100,100,20,20
AmbienceLabycoreEmergency,audio/vo/misc/vo_labycore_hologram_01.mp3,,,100,100,20,20
AmbiencePigFarm,audio/sfx/ambiences/amb_pig_farm.mp3,,,100,100,33,33
AmbienceMusicDark1,audio/music/music_ingame_dark1_01.mp3,,,100,100,33,33
,audio/music/music_ingame_dark1_02.mp3,,,100,100,33,33
,audio/music/music_ingame_dark1_03.mp3,,,100,100,33,33
,audio/music/music_ingame_dark1_04.mp3,,,100,100,33,33
,audio/music/music_ingame_dark1_05.mp3,,,100,100,33,33
AmbienceMusicDark2,audio/music/music_ingame_dark2_01.mp3,,,100,100,33,33
,audio/music/music_ingame_dark2_02.mp3,,,100,100,33,33
,audio/music/music_ingame_dark2_03.mp3,,,100,100,33,33
,audio/music/music_ingame_dark2_04.mp3,,,100,100,33,33
,audio/music/music_ingame_dark2_05.mp3,,,100,100,33,33
,audio/music/music_ingame_dark2_06.mp3,,,100,100,33,33
AmbienceMusicDark3,audio/music/music_ingame_dark3_01.mp3,,,100,100,33,33
,audio/music/music_ingame_dark3_02.mp3,,,100,100,33,33
,audio/music/music_ingame_dark3_03.mp3,,,100,100,33,33
,audio/music/music_ingame_dark3_04.mp3,,,100,100,33,33
,audio/music/music_ingame_dark3_05.mp3,,,100,100,33,33
,audio/music/music_ingame_dark3_06.mp3,,,100,100,33,33
AmbienceMusicDocks,audio/music/music_ingame_docks_01.mp3,,,100,100,33,33
,audio/music/music_ingame_docks_02.mp3,,,100,100,33,33
,audio/music/music_ingame_docks_03.mp3,,,100,100,33,33
,audio/music/music_ingame_docks_04.mp3,,,100,100,33,33
AmbienceMusicPark,audio/music/music_ingame_park_01.mp3,,,100,100,33,33
,audio/music/music_ingame_park_02.mp3,,,100,100,33,33
,audio/music/music_ingame_park_03.mp3,,,100,100,33,33
,audio/music/music_ingame_park_04.mp3,,,100,100,33,33
,audio/music/music_ingame_park_05.mp3,,,100,100,33,33
,audio/music/music_ingame_park_06.mp3,,,100,100,33,33
,audio/music/music_ingame_park_07.mp3,,,100,100,33,33
,audio/music/music_ingame_park_08.mp3,,,100,100,33,33
AmbienceMusicPark2,audio/music/music_ingame_park2_01.mp3,,,100,100,33,33
,audio/music/music_ingame_park2_02.mp3,,,100,100,33,33
,audio/music/music_ingame_park2_03.mp3,,,100,100,33,33
,audio/music/music_ingame_park2_04.mp3,,,100,100,33,33
,audio/music/music_ingame_park2_05.mp3,,,100,100,33,33
,audio/music/music_ingame_park2_06.mp3,,,100,100,33,33
,audio/music/music_ingame_park2_07.mp3,,,100,100,33,33
,audio/music/music_ingame_park2_08.mp3,,,100,100,33,33
AmbienceMusicPark3,audio/music/music_ingame_park3_01.mp3,,,100,100,33,33
,audio/music/music_ingame_park3_02.mp3,,,100,100,33,33
,audio/music/music_ingame_park3_03.mp3,,,100,100,33,33
,audio/music/music_ingame_park3_04.mp3,,,100,100,33,33
,audio/music/music_ingame_park3_05.mp3,,,100,100,33,33
,audio/music/music_ingame_park3_06.mp3,,,100,100,33,33
AmbienceMusicRedlights,audio/music/music_ingame_redlights_01.mp3,,,100,100,33,33
,audio/music/music_ingame_redlights_02.mp3,,,100,100,33,33
,audio/music/music_ingame_redlights_03.mp3,,,100,100,33,33
,audio/music/music_ingame_redlights_04.mp3,,,100,100,33,33
,audio/music/music_ingame_redlights_05.mp3,,,100,100,33,33
,audio/music/music_ingame_redlights_06.mp3,,,100,100,33,33
,audio/music/music_ingame_redlights_07.mp3,,,100,100,33,33
,audio/music/music_ingame_redlights_08.mp3,,,100,100,33,33
AmbienceMusicBeachAvenue,audio/music/music_ingame_beachavenue_01.mp3,,,100,100,33,33
,audio/music/music_ingame_beachavenue_02.mp3,,,100,100,33,33
,audio/music/music_ingame_beachavenue_03.mp3,,,100,100,33,33
,audio/music/music_ingame_beachavenue_04.mp3,,,100,100,33,33
,audio/music/music_ingame_beachavenue_05.mp3,,,100,100,33,33
,audio/music/music_ingame_beachavenue_06.mp3,,,100,100,33,33
AmbienceMusicDowntown,audio/music/music_ingame_downtown_01.mp3,,,100,100,33,33
,audio/music/music_ingame_downtown_02.mp3,,,100,100,33,33
,audio/music/music_ingame_downtown_03.mp3,,,100,100,33,33
,audio/music/music_ingame_downtown_04.mp3,,,100,100,33,33
,audio/music/music_ingame_downtown_05.mp3,,,100,100,33,33
,audio/music/music_ingame_downtown_06.mp3,,,100,100,33,33
,audio/music/music_ingame_downtown_07.mp3,,,100,100,33,33
,audio/music/music_ingame_downtown_08.mp3,,,100,100,33,33
AmbienceMusicGhetto,audio/music/music_ingame_ghetto_01.mp3,,,100,100,33,33
,audio/music/music_ingame_ghetto_02.mp3,,,100,100,33,33
,audio/music/music_ingame_ghetto_03.mp3,,,100,100,33,33
,audio/music/music_ingame_ghetto_04.mp3,,,100,100,33,33
,audio/music/music_ingame_ghetto_05.mp3,,,100,100,33,33
IntroMusic,audio/intro/intro_audio_v3_long.mp3,,,100,100,80,80
AmbiencePrisonYard,audio/sfx/ambiences/amb_prison_yard_01.mp3,,,100,100,55,55
AmbiencePrisonYardDetails,audio/sfx/ambiences/amb_prison_yard_detail_01.mp3,,,100,100,50,50
,audio/sfx/ambiences/amb_prison_yard_detail_02.mp3,,,,,,
,audio/sfx/ambiences/amb_prison_yard_detail_03.mp3,,,,,,
,audio/sfx/ambiences/amb_prison_yard_detail_04.mp3,,,,,,
,audio/sfx/ambiences/amb_prison_yard_detail_05.mp3,,,,,,
,audio/sfx/ambiences/amb_prison_yard_detail_06.mp3,,,,,,
AmbienceTouristHarbor,audio/sfx/ambiences/amb_tourist_harbor_01.mp3,,,100,100,50,50
AmbienceTouristHarborDetails,audio/sfx/ambiences/amb_tourist_harbor_detail_01.mp3,,,100,100,70,70
,audio/sfx/ambiences/amb_tourist_harbor_detail_02.mp3,,,,,,
,audio/sfx/ambiences/amb_tourist_harbor_detail_03.mp3,,,,,,
,audio/sfx/ambiences/amb_tourist_harbor_detail_04.mp3,,,,,,
CharacterCreationMusic,audio/music/music_character_creation2.mp3,,,100,100,25,25
BossMusic,audio/music/boss_music_01.mp3,,100,100,100,40,40
,audio/music/boss_music_02.mp3,,,,,,
,audio/music/boss_music_03.mp3,,,,,,
,audio/music/boss_music_04.mp3,,,,,,
AmbienceLavaCaves,audio/sfx/ambiences/amb_lava_caves_01.mp3,,,100,100,40,40
AmbienceLavaCavesDetails,audio/sfx/ambiences/amb_lava_caves_detail_01.mp3,,,100,100,50,50
,audio/sfx/ambiences/amb_lava_caves_detail_02.mp3,,,,,,
,audio/sfx/ambiences/amb_lava_caves_detail_03.mp3,,,,,,
,audio/sfx/ambiences/amb_lava_caves_detail_04.mp3,,,,,,
,audio/sfx/ambiences/amb_lava_caves_detail_05.mp3,,,,,,
AmbienceCellarTunnels,audio/sfx/ambiences/amb_cellar_tunnels_01.mp3,,,100,100,40,40
AmbienceCellarTunnelsDetails,audio/sfx/ambiences/amb_cellar_tunnels_detail_01.mp3,,,100,100,50,50
,audio/sfx/ambiences/amb_cellar_tunnels_detail_02.mp3,,,,,,
,audio/sfx/ambiences/amb_cellar_tunnels_detail_03.mp3,,,,,,
AmbienceSwamp,audio/sfx/ambiences/amb_swamp_01.mp3,,,100,100,40,40
AmbienceSwampDetails,audio/sfx/ambiences/amb_swamp_detail_01.mp3,,,100,100,50,50
,audio/sfx/ambiences/amb_swamp_detail_02.mp3,,,,,,
,audio/sfx/ambiences/amb_swamp_detail_03.mp3,,,,,,
AmbienceConstructionEast,audio/sfx/ambiences/amb_construction_east_01.mp3,,,100,100,40,40
AmbienceConstructionEastDetails,audio/sfx/ambiences/amb_construction_east_detail_01.mp3,,,100,100,50,50
,audio/sfx/ambiences/amb_construction_east_detail_02.mp3,,,,,,
,audio/sfx/ambiences/amb_construction_east_detail_03.mp3,,,,,,
,audio/sfx/ambiences/amb_construction_east_detail_04.mp3,,,,,,
AmbienceConstructionWest,audio/sfx/ambiences/amb_construction_west_01.mp3,,,100,100,40,40
AmbienceConstructionWestDetails,audio/sfx/ambiences/amb_construction_west_detail_01.mp3,,,100,100,50,50
,audio/sfx/ambiences/amb_construction_west_detail_02.mp3,,,,,,
,audio/sfx/ambiences/amb_construction_west_detail_03.mp3,,,,,,
AmbienceGeneratedIsles,audio/sfx/ambiences/amb_generated_isles_01.mp3,,,100,100,40,40
AmbienceGeneratedIslesDetails,audio/sfx/ambiences/amb_generated_isles_detail_01.mp3,,,100,100,50,50
,audio/sfx/ambiences/amb_generated_isles_detail_02.mp3,,,,,,
,audio/sfx/ambiences/amb_generated_isles_detail_03.mp3,,,,,,
,audio/sfx/ambiences/amb_generated_isles_detail_04.mp3,,,,,,
StripteaseClubmusic,audio/music/music_ingame_striptease_club.mp3,,,100,100,38,38
AmbienceDesert,audio/sfx/ambiences/amb_desert.mp3,,,100,100,20,20
AmbienceDesertDetails,audio/sfx/ambiences/amb_desert_detail_01.mp3,,,100,100,40,40
,audio/sfx/ambiences/amb_desert_detail_02.mp3,,,,,,
,audio/sfx/ambiences/amb_desert_detail_03.mp3,,,,,,
,audio/sfx/ambiences/amb_desert_detail_04.mp3,,,,,,
,audio/sfx/ambiences/amb_desert_detail_05.mp3,,,,,,
,audio/sfx/ambiences/amb_desert_detail_06.mp3,,,,,,
,audio/sfx/ambiences/amb_desert_detail_07.mp3,,,,,,
AmbienceDesertVillage,audio/sfx/ambiences/amb_desert_village.mp3,,,100,100,60,60
AmbienceDesertVillageDetails,audio/sfx/ambiences/amb_desert_village_detail_01.mp3,,,100,100,40,40
,audio/sfx/ambiences/amb_desert_village_detail_02.mp3,,,,,,
,audio/sfx/ambiences/amb_desert_village_detail_03.mp3,,,,,,
,audio/sfx/ambiences/amb_desert_village_detail_04.mp3,,,,,,
,audio/sfx/ambiences/amb_desert_village_detail_05.mp3,,,,,,
,audio/sfx/ambiences/amb_desert_village_detail_06.mp3,,,,,,
,audio/sfx/ambiences/amb_desert_village_detail_07.mp3,,,,,,
,audio/sfx/ambiences/amb_desert_village_detail_08.mp3,,,,,,
,audio/sfx/ambiences/amb_desert_village_detail_09.mp3,,,,,,
AmbienceWarzone,audio/sfx/ambiences/amb_warzone.mp3,,,100,100,30,30
AmbienceWarzoneDetails,audio/sfx/ambiences/amb_warzone_detail_01.mp3,,,100,100,40,40
,audio/sfx/ambiences/amb_warzone_detail_02.mp3,,,,,,
,audio/sfx/ambiences/amb_warzone_detail_03.mp3,,,,,,
,audio/sfx/ambiences/amb_warzone_detail_04.mp3,,,,,,
,audio/sfx/ambiences/amb_warzone_detail_05.mp3,,,,,,
,audio/sfx/ambiences/amb_warzone_detail_06.mp3,,,,,,
AmbienceGenericJungleDetails,audio/sfx/ambiences/amb_desert_village_detail_06.mp3,,,100,100,40,40
,audio/sfx/ambiences/amb_desert_detail_04.mp3,,,,,,
,audio/sfx/ambiences/amb_desert_village_detail_08.mp3,,,,,,
,audio/sfx/ambiences/amb_desert_detail_03.mp3,,,,,,
,audio/sfx/ambiences/amb_desert_village_detail_09.mp3,,,,,,
,audio/sfx/ambiences/amb_desert_village_detail_07.mp3,,,,,,
AmbienceEerie,audio/sfx/ambiences/amb_eerie.mp3,,,100,100,60,60
AmbienceZombieForest,audio/sfx/ambiences/amb_zombie_forest.mp3,,,100,100,55,55
AmbienceZombieForestDetails,audio/sfx/ambiences/amb_zombie_oneshot_01.mp3,,,100,100,17,17
,audio/sfx/ambiences/amb_zombie_oneshot_02.mp3,,,100,100,14,14
,audio/sfx/ambiences/amb_zombie_oneshot_03.mp3,,,100,100,17,17
,audio/sfx/ambiences/amb_zombie_oneshot_04.mp3,,,100,100,15,15
,audio/sfx/ambiences/amb_zombie_oneshot_05.mp3,,,100,100,50,50
,audio/sfx/ambiences/amb_zombie_oneshot_06.mp3,,,100,100,14,14
,audio/sfx/ambiences/amb_zombie_oneshot_07.mp3,,,100,100,20,20
,audio/sfx/ambiences/amb_zombie_oneshot_08.mp3,,,100,100,40,40
,audio/sfx/ambiences/amb_zombie_oneshot_09.mp3,,,100,100,17,17
AmbienceZombieStreetWind,audio/sfx/ambiences/amb_zombie_streetwind.mp3,,,100,100,70,70
AmbienceZombieOpenWind,audio/sfx/ambiences/amb_zombie_openwind.mp3,,,100,100,55,55
AmbienceZombieGhostly,audio/sfx/ambiences/amb_zombie_ghostly.mp3,,,100,100,55,55
AmbienceZombieEerieWhisper,audio/sfx/ambiences/amb_zombie_eerie_whisp.mp3,,,100,100,55,55
AmbienceZombieEerie,audio/sfx/ambiences/amb_zombie_eerie_01.mp3,,,100,100,55,55
AmbienceZombieEerie2,audio/sfx/ambiences/amb_zombie_eerie_02.mp3,,,100,100,55,55
AmbienceZombieWaterDrops,audio/sfx/ambiences/amb_zombie_drops.mp3,,,100,100,55,55
AmbienceZombieDarkHollow,audio/sfx/ambiences/amb_zombie_dark.mp3,,,100,100,30,30
AmbienceZombieDetailsStreet1,audio/sfx/ambiences/amb_zombie_oneshot_01.mp3,,,100,100,17,17
,audio/sfx/ambiences/amb_zombie_oneshot_02.mp3,,,100,100,14,14
,audio/sfx/ambiences/amb_zombie_oneshot_03.mp3,,,100,100,17,17
,audio/sfx/ambiences/amb_warzone_detail_01.mp3,,,100,100,35,35
,audio/sfx/ambiences/amb_warzone_detail_05.mp3,,,100,100,35,35
,audio/sfx/ambiences/amb_zombie_oneshot_04.mp3,,,100,100,15,15
,audio/sfx/ambiences/amb_zombie_oneshot_05.mp3,,,100,100,50,50
,audio/sfx/ambiences/amb_zombie_oneshot_06.mp3,,,100,100,14,14
,audio/sfx/ambiences/amb_zombie_oneshot_07.mp3,,,100,100,20,20
,audio/sfx/ambiences/amb_zombie_oneshot_08.mp3,,,100,100,40,40
,audio/sfx/ambiences/amb_zombie_oneshot_09.mp3,,,100,100,17,17
,audio/sfx/ambiences/amb_zombie_pigeon.mp3,,,100,100,25,25
,audio/sfx/ambiences/amb_zombie_female_scream_02.mp3,,,100,100,10,10
AmbienceZombieDetailsIndoor,audio/sfx/ambiences/amb_zombie_oneshot_01.mp3,,,100,100,17,17
,audio/sfx/ambiences/amb_zombie_oneshot_02.mp3,,,100,100,14,14
,audio/sfx/ambiences/amb_zombie_oneshot_03.mp3,,,100,100,17,17
,audio/sfx/ambiences/amb_zombie_oneshot_04.mp3,,,100,100,15,15
,audio/sfx/ambiences/amb_zombie_oneshot_05.mp3,,,100,100,50,50
,audio/sfx/ambiences/amb_zombie_oneshot_06.mp3,,,100,100,14,14
,audio/sfx/ambiences/amb_zombie_oneshot_07.mp3,,,100,100,18,18
,audio/sfx/ambiences/amb_zombie_growl_01.mp3,,,100,100,40,40
,audio/sfx/ambiences/amb_zombie_oneshot_09.mp3,,,100,100,17,17
,audio/sfx/ambiences/amb_zombie_meateat_01.mp3,,,100,100,20,20
,audio/sfx/ambiences/amb_zombie_female_scream_03.mp3,,,100,100,10,10
AmbienceZombieDetailsIndoor2,audio/sfx/ambiences/amb_zombie_oneshot_01.mp3,,,100,100,17,17
,audio/sfx/ambiences/amb_zombie_oneshot_02.mp3,,,100,100,14,14
,audio/sfx/ambiences/amb_zombie_oneshot_03.mp3,,,100,100,17,17
,audio/sfx/ambiences/amb_zombie_oneshot_04.mp3,,,100,100,15,15
,audio/sfx/ambiences/amb_zombie_oneshot_05.mp3,,,100,100,50,50
,audio/sfx/ambiences/amb_zombie_oneshot_06.mp3,,,100,100,14,14
,audio/sfx/ambiences/amb_zombie_oneshot_07.mp3,,,100,100,18,18
,audio/sfx/ambiences/amb_zombie_growl_02.mp3,,,100,100,40,40
,audio/sfx/ambiences/amb_zombie_oneshot_09.mp3,,,100,100,17,17
,audio/sfx/ambiences/amb_zombie_meateat_02.mp3,,,100,100,18,18
,audio/sfx/ambiences/amb_zombie_female_scream_01.mp3,,,100,100,10,10
AmbienceZombieDetailsStreet2,audio/sfx/ambiences/amb_zombie_oneshot_01.mp3,,,100,100,17,17
,audio/sfx/ambiences/amb_zombie_oneshot_02.mp3,,,100,100,14,14
,audio/sfx/ambiences/amb_zombie_oneshot_03.mp3,,,100,100,17,17
,audio/sfx/ambiences/amb_warzone_detail_02.mp3,,,100,100,30,30
,audio/sfx/ambiences/amb_warzone_detail_06.mp3,,,100,100,30,30
,audio/sfx/ambiences/amb_zombie_oneshot_04.mp3,,,100,100,15,15
,audio/sfx/ambiences/amb_zombie_oneshot_05.mp3,,,100,100,50,50
,audio/sfx/ambiences/amb_zombie_oneshot_06.mp3,,,100,100,14,14
,audio/sfx/ambiences/amb_zombie_oneshot_07.mp3,,,100,100,20,20
,audio/sfx/ambiences/amb_zombie_oneshot_08.mp3,,,100,100,40,40
,audio/sfx/ambiences/amb_zombie_oneshot_09.mp3,,,100,100,17,17
,audio/sfx/ambiences/amb_zombie_pigeon.mp3,,,100,100,25,25
,audio/sfx/ambiences/amb_zombie_female_scream_02.mp3,,,100,100,10,10
,audio/sfx/ambiences/amb_warzone_detail_01.mp3,,,100,100,30,30
,audio/sfx/ambiences/amb_warzone_detail_03.mp3,,,100,100,30,30
AmbienceZombieMusic1,audio/music/zombie_music1_01.mp3,,,100,100,35,35
,audio/music/zombie_music1_02.mp3,,,,,,
,audio/music/zombie_music1_03.mp3,,,,,,
,audio/music/zombie_music1_04.mp3,,,,,,
,audio/music/zombie_music1_05.mp3,,,,,,
AmbienceZombieMusic2,audio/music/zombie_music2_01.mp3,,,100,100,35,35
,audio/music/zombie_music2_02.mp3,,,,,,
,audio/music/zombie_music2_03.mp3,,,,,,
,audio/music/zombie_music2_04.mp3,,,,,,
AmbienceZombieMusic3,audio/music/zombie_music3_01.mp3,,,100,100,35,35
,audio/music/zombie_music3_02.mp3,,,,,,
,audio/music/zombie_music3_03.mp3,,,,,,
,audio/music/zombie_music3_04.mp3,,,,,,
